Transaction_ID,Date,Customer_ID,Product,Quantity,Payment_Method,Category,Country,Discount_Percentage,Shipping_Cost,Delivery_Days,Customer_Rating,Return_Status,Unit_Price,Total_Price_Before_Discount,Discount_Amount,Price_After_Discount,Final_Total
TXN_0001533,06-08-2023,CUST_00423,Headphones,9,PayPal,Accessories,France,10,10,13,1,No,227,2043,204.3,1838.7,1848.7
TXN_0002025,06-08-2023,CUST_00487,Charger,9,Bank Transfer,Accessories,Germany,0,25,17,4,No,75,675,0,675,700
TXN_0000134,06-08-2023,CUST_00830,Smartphone,7,Google Pay,Electronics,France,5,5,2,5,No,830,5810,290.5,5519.5,5524.5
TXN_0002229,06-08-2023,CUST_00361,Hard Drive,7,Credit Card,Storage,USA,5,20,2,5,Yes,201,1407,70.35,1336.65,1356.65
TXN_0003023,06-08-2023,CUST_00816,Keyboard,9,PayPal,Peripherals,Japan,0,5,12,5,No,120,1080,0,1080,1085
TXN_0003075,07-08-2023,CUST_00186,USB Cable,3,Debit Card,Accessories,Japan,0,5,27,4,No,96,288,0,288,293
TXN_0004318,07-08-2023,CUST_00865,Monitor,2,Google Pay,Peripherals,Japan,0,5,29,5,No,439,878,0,878,883
TXN_0000215,08-08-2023,CUST_00238,Monitor,7,Google Pay,Peripherals,Canada,0,15,28,5,No,468,3276,0,3276,3291
TXN_0002551,08-08-2023,CUST_00704,Laptop,4,Debit Card,Electronics,Japan,5,20,9,3,No,958,3832,191.6,3640.4,3660.4
TXN_0000642,08-08-2023,CUST_00836,Keyboard,7,Google Pay,Peripherals,Germany,20,15,16,3,No,83,581,116.2,464.8,479.8
TXN_0004721,08-08-2023,CUST_00768,Laptop,9,Credit Card,Electronics,UK,5,20,20,5,Yes,1099,9891,494.55,9396.45,9416.45
TXN_0002810,08-08-2023,CUST_00661,Monitor,2,Credit Card,Peripherals,Australia,0,10,21,1,No,366,732,0,732,742
TXN_0002167,08-08-2023,CUST_00001,Screen Protector,2,Apple Pay,Accessories,Canada,0,20,6,1,No,31,62,0,62,82
TXN_0002044,08-08-2023,CUST_00013,Smartphone,2,Google Pay,Electronics,India,0,15,10,4,No,797,1594,0,1594,1609
TXN_0002812,08-08-2023,CUST_00816,Charger,4,Debit Card,Accessories,France,0,20,18,4,No,37,148,0,148,168
TXN_0000343,08-08-2023,CUST_00750,Microphone,1,Google Pay,Peripherals,India,0,15,3,4,No,157,157,0,157,172
TXN_0002966,08-08-2023,CUST_00253,Speaker,8,PayPal,Accessories,Germany,20,0,7,5,No,274,2192,438.4,1753.6,1753.6
TXN_0000466,08-08-2023,CUST_00242,Webcam,4,Debit Card,Peripherals,USA,0,20,1,4,No,94,376,0,376,396
TXN_0004060,09-08-2023,CUST_00907,Headphones,9,Google Pay,Accessories,India,5,25,11,5,No,113,1017,50.85,966.15,991.15
TXN_0002096,09-08-2023,CUST_00592,Keyboard,2,PayPal,Peripherals,USA,0,10,1,5,No,180,360,0,360,370
TXN_0002713,09-08-2023,CUST_00247,Speaker,6,PayPal,Accessories,India,5,5,26,3,No,269,1614,80.7,1533.3,1538.3
TXN_0004671,09-08-2023,CUST_00129,Speaker,4,Bank Transfer,Accessories,India,0,25,11,4,No,189,756,0,756,781
TXN_0002423,09-08-2023,CUST_00967,Mouse,2,PayPal,Peripherals,Japan,15,10,18,4,No,132,264,39.6,224.4,234.4
TXN_0002597,10-08-2023,CUST_00226,Laptop,3,Bank Transfer,Electronics,Australia,0,5,28,5,No,1055,3165,0,3165,3170
TXN_0004765,10-08-2023,CUST_00069,Screen Protector,6,Apple Pay,Accessories,India,0,10,2,4,No,-30,-180,0,-180,-170
TXN_0001213,10-08-2023,CUST_00962,Tablet,4,Google Pay,Electronics,France,0,5,2,5,Yes,502,2008,0,2008,2013
TXN_0003127,10-08-2023,CUST_00972,Router,2,Debit Card,Networking,UK,15,15,2,5,Yes,236,472,70.8,401.2,416.2
TXN_0001661,10-08-2023,CUST_00997,Screen Protector,4,Google Pay,Accessories,France,0,5,29,5,No,-18,-72,0,-72,-67
TXN_0004917,10-08-2023,CUST_00440,Microphone,9,PayPal,Peripherals,Germany,5,10,29,5,Yes,72,648,32.4,615.6,625.6
TXN_0001822,11-08-2023,CUST_00875,USB Cable,8,Debit Card,Accessories,Japan,10,5,3,5,No,-14,-112,-11.2,-100.8,-95.8
TXN_0000591,11-08-2023,CUST_00571,Microphone,1,Debit Card,Peripherals,USA,5,10,29,5,No,143,143,7.15,135.85,145.85
TXN_0004953,11-08-2023,CUST_00222,Speaker,6,Apple Pay,Accessories,Australia,0,25,25,5,No,254,1524,0,1524,1549
TXN_0001999,11-08-2023,CUST_00990,Tablet,4,Credit Card,Electronics,France,5,10,9,1,No,536,2144,107.2,2036.8,2046.8
TXN_0001646,11-08-2023,CUST_00195,Webcam,5,Debit Card,Peripherals,Japan,0,5,5,5,No,150,750,0,750,755
TXN_0000485,11-08-2023,CUST_00861,USB Cable,5,Credit Card,Accessories,Japan,0,5,5,5,Yes,70,350,0,350,355
TXN_0000951,11-08-2023,CUST_00836,Screen Protector,2,Credit Card,Accessories,Japan,5,0,4,5,No,48,96,4.8,91.2,91.2
TXN_0001438,11-08-2023,CUST_00949,Screen Protector,3,Debit Card,Accessories,Canada,10,20,7,1,Yes,62,186,18.6,167.4,187.4
TXN_0002553,11-08-2023,CUST_00185,Speaker,9,Bank Transfer,Accessories,Australia,10,15,26,4,No,250,2250,225,2025,2040
TXN_0003323,11-08-2023,CUST_00744,Hard Drive,3,Bank Transfer,Storage,Australia,10,10,26,5,No,96,288,28.8,259.2,269.2
TXN_0003909,11-08-2023,CUST_00514,Charger,2,Apple Pay,Accessories,USA,0,0,26,4,No,52,104,0,104,104
TXN_0002663,12-08-2023,CUST_00318,USB Cable,5,Bank Transfer,Accessories,Germany,0,25,29,5,No,21,105,0,105,130
TXN_0001638,12-08-2023,CUST_00691,USB Cable,2,Credit Card,Accessories,Australia,10,15,16,5,No,67,134,13.4,120.6,135.6
TXN_0001589,12-08-2023,CUST_00679,Headphones,9,Apple Pay,Accessories,India,0,10,19,3,No,142,1278,0,1278,1288
TXN_0001657,12-08-2023,CUST_00425,Keyboard,3,Credit Card,Peripherals,USA,5,15,5,4,No,109,327,16.35,310.65,325.65
TXN_0000727,12-08-2023,CUST_00959,Headphones,6,Bank Transfer,Accessories,France,0,20,11,5,No,244,1464,0,1464,1484
TXN_0000217,13-08-2023,CUST_00338,Headphones,4,PayPal,Accessories,UK,20,5,25,5,No,186,744,148.8,595.2,600.2
TXN_0003819,13-08-2023,CUST_00886,Keyboard,6,Debit Card,Peripherals,UK,5,20,5,5,No,103,618,30.9,587.1,607.1
TXN_0001803,13-08-2023,CUST_00685,Laptop,4,Bank Transfer,Electronics,USA,15,15,16,5,No,1091,4364,654.6,3709.4,3724.4
TXN_0000189,13-08-2023,CUST_00328,Webcam,5,Debit Card,Peripherals,France,0,10,26,5,No,105,525,0,525,535
TXN_0000975,13-08-2023,CUST_00288,Screen Protector,7,Google Pay,Accessories,India,0,20,20,3,No,114,798,0,798,818
TXN_0000175,13-08-2023,CUST_00950,Keyboard,8,Credit Card,Peripherals,Germany,5,10,20,4,No,78,624,31.2,592.8,602.8
TXN_0001047,13-08-2023,CUST_00096,Screen Protector,9,Debit Card,Accessories,UK,10,20,7,5,No,-9,-81,-8.1,-72.9,-52.9
TXN_0001574,14-08-2023,CUST_00022,Speaker,6,Credit Card,Accessories,UK,15,20,22,1,No,156,936,140.4,795.6,815.6
TXN_0002578,14-08-2023,CUST_00583,Keyboard,6,Bank Transfer,Peripherals,Canada,0,5,6,4,Yes,138,828,0,828,833
TXN_0001532,14-08-2023,CUST_00155,Webcam,8,PayPal,Peripherals,Canada,0,5,15,4,No,111,888,0,888,893
TXN_0002198,14-08-2023,CUST_00270,Webcam,4,Credit Card,Peripherals,Canada,5,5,27,4,No,117,468,23.4,444.6,449.6
TXN_0001275,14-08-2023,CUST_00909,Microphone,9,Google Pay,Peripherals,USA,0,5,14,5,No,144,1296,0,1296,1301
TXN_0001518,14-08-2023,CUST_00101,Microphone,4,Google Pay,Peripherals,Australia,5,10,20,4,No,162,648,32.4,615.6,625.6
TXN_0000329,14-08-2023,CUST_00269,Smartphone,1,Bank Transfer,Electronics,Japan,0,15,25,5,No,869,869,0,869,884
TXN_0003017,14-08-2023,CUST_00952,Monitor,4,Bank Transfer,Peripherals,Canada,0,5,14,3,No,383,1532,0,1532,1537
TXN_0003832,14-08-2023,CUST_00184,USB Cable,7,Apple Pay,Accessories,Canada,0,5,5,3,No,93,651,0,651,656
TXN_0002930,15-08-2023,CUST_00121,Keyboard,8,PayPal,Peripherals,Germany,0,0,10,4,No,169,1352,0,1352,1352
TXN_0001352,15-08-2023,CUST_00821,Laptop,1,Bank Transfer,Electronics,Japan,5,10,3,4,No,1026,1026,51.3,974.7,984.7
TXN_0002479,15-08-2023,CUST_00789,Charger,1,Google Pay,Accessories,Japan,0,0,11,5,No,62,62,0,62,62
TXN_0001685,15-08-2023,CUST_00171,Hard Drive,5,Google Pay,Storage,USA,0,20,26,5,No,158,790,0,790,810
TXN_0003061,15-08-2023,CUST_00622,Hard Drive,6,PayPal,Storage,Australia,15,5,9,5,No,118,708,106.2,601.8,606.8
TXN_0002700,15-08-2023,CUST_00404,USB Cable,4,Bank Transfer,Accessories,Canada,5,25,6,3,No,32,128,6.4,121.6,146.6
TXN_0003754,15-08-2023,CUST_00486,Charger,9,Debit Card,Accessories,Canada,5,20,27,4,No,23,207,10.35,196.65,216.65
TXN_0003722,15-08-2023,CUST_00515,Laptop,6,Apple Pay,Electronics,USA,0,0,7,5,No,1069,6414,0,6414,6414
TXN_0002999,15-08-2023,CUST_00242,Monitor,7,Google Pay,Peripherals,Japan,0,25,2,5,No,467,3269,0,3269,3294
TXN_0000294,15-08-2023,CUST_00712,USB Cable,1,Bank Transfer,Accessories,Germany,0,15,24,3,No,-16,-16,0,-16,-1
TXN_0000671,15-08-2023,CUST_00876,Keyboard,3,Google Pay,Peripherals,Canada,0,10,4,4,No,210,630,0,630,640
TXN_0003492,16-08-2023,CUST_00193,Monitor,4,Google Pay,Peripherals,Japan,5,0,8,5,No,487,1948,97.4,1850.6,1850.6
TXN_0001081,16-08-2023,CUST_00201,Router,6,Google Pay,Networking,USA,15,20,14,1,No,241,1446,216.9,1229.1,1249.1
TXN_0002531,16-08-2023,CUST_00198,Mouse,4,Debit Card,Peripherals,USA,0,15,21,3,No,110,440,0,440,455
TXN_0003813,16-08-2023,CUST_00525,Monitor,6,PayPal,Peripherals,Germany,5,25,17,2,No,418,2508,125.4,2382.6,2407.6
TXN_0000914,16-08-2023,CUST_00787,USB Cable,4,Debit Card,Accessories,UK,0,5,20,5,No,59,236,0,236,241
TXN_0002822,16-08-2023,CUST_00337,Screen Protector,6,PayPal,Accessories,India,5,5,27,5,No,100,600,30,570,575
TXN_0002650,17-08-2023,CUST_00429,Charger,5,Bank Transfer,Accessories,France,0,0,7,5,No,43,215,0,215,215
TXN_0000669,17-08-2023,CUST_00583,Charger,7,PayPal,Accessories,Australia,0,0,17,5,No,107,749,0,749,749
TXN_0000949,17-08-2023,CUST_00278,Headphones,3,Apple Pay,Accessories,Australia,0,0,5,4,No,204,612,0,612,612
TXN_0001020,17-08-2023,CUST_00108,Microphone,4,Apple Pay,Peripherals,UK,0,5,5,2,Yes,143,572,0,572,577
TXN_0001933,17-08-2023,CUST_00872,Screen Protector,5,Debit Card,Accessories,India,10,20,29,3,No,73,365,36.5,328.5,348.5
TXN_0001387,17-08-2023,CUST_00865,Monitor,7,Credit Card,Peripherals,Germany,0,10,29,5,No,486,3402,0,3402,3412
TXN_0000782,17-08-2023,CUST_00314,Speaker,6,Debit Card,Accessories,UK,0,5,1,3,No,284,1704,0,1704,1709
TXN_0001234,17-08-2023,CUST_00528,Screen Protector,2,Apple Pay,Accessories,USA,0,15,1,1,No,51,102,0,102,117
TXN_0000323,18-08-2023,CUST_00726,Speaker,7,Bank Transfer,Accessories,UK,0,20,16,4,No,154,1078,0,1078,1098
TXN_0004803,18-08-2023,CUST_00537,Router,9,Credit Card,Networking,USA,0,10,1,5,No,232,2088,0,2088,2098
TXN_0003783,18-08-2023,CUST_00849,Keyboard,2,PayPal,Peripherals,Australia,0,5,22,4,Yes,84,168,0,168,173
TXN_0002251,18-08-2023,CUST_00502,Tablet,1,PayPal,Electronics,UK,0,0,12,4,No,589,589,0,589,589
TXN_0004321,18-08-2023,CUST_00871,Microphone,6,Bank Transfer,Peripherals,USA,5,5,19,4,No,176,1056,52.8,1003.2,1008.2
TXN_0000603,18-08-2023,CUST_00556,Keyboard,5,Credit Card,Peripherals,Australia,0,10,23,5,No,81,405,0,405,415
TXN_0002669,19-08-2023,CUST_00117,Microphone,1,PayPal,Peripherals,Australia,5,10,14,5,No,136,136,6.8,129.2,139.2
TXN_0000898,19-08-2023,CUST_00285,Router,6,Google Pay,Networking,India,10,25,7,5,No,235,1410,141,1269,1294
TXN_0003612,19-08-2023,CUST_00958,Charger,2,Apple Pay,Accessories,France,10,5,23,5,No,139,278,27.8,250.2,255.2
TXN_0000115,19-08-2023,CUST_00191,Monitor,1,PayPal,Peripherals,USA,15,5,2,5,No,433,433,64.95,368.05,373.05
TXN_0000173,19-08-2023,CUST_00717,Charger,4,Google Pay,Accessories,Japan,0,25,8,5,No,138,552,0,552,577
TXN_0002427,19-08-2023,CUST_00697,Router,2,Debit Card,Networking,Australia,20,5,19,4,No,224,448,89.6,358.4,363.4
TXN_0001065,19-08-2023,CUST_00468,Tablet,3,Credit Card,Electronics,Germany,15,10,21,5,No,578,1734,260.1,1473.9,1483.9
TXN_0000149,19-08-2023,CUST_00255,Microphone,8,Credit Card,Peripherals,Germany,15,25,27,4,No,76,608,91.2,516.8,541.8
TXN_0001926,19-08-2023,CUST_00641,Tablet,4,Debit Card,Electronics,France,0,5,16,5,No,578,2312,0,2312,2317
TXN_0002501,20-08-2023,CUST_00693,Tablet,9,Apple Pay,Electronics,USA,20,15,14,4,No,488,4392,878.4,3513.6,3528.6
TXN_0004650,20-08-2023,CUST_00632,Laptop,4,Apple Pay,Electronics,Canada,10,0,26,5,No,1098,4392,439.2,3952.8,3952.8
TXN_0003178,20-08-2023,CUST_00221,Keyboard,4,PayPal,Peripherals,France,0,20,23,5,No,184,736,0,736,756
TXN_0002529,20-08-2023,CUST_00501,Monitor,7,Bank Transfer,Peripherals,USA,20,15,14,5,No,433,3031,606.2,2424.8,2439.8
TXN_0000565,21-08-2023,CUST_00445,Charger,4,PayPal,Accessories,Germany,0,0,21,4,No,94,376,0,376,376
TXN_0002601,21-08-2023,CUST_00126,Speaker,8,Debit Card,Accessories,Japan,15,25,20,5,No,197,1576,236.4,1339.6,1364.6
TXN_0000842,21-08-2023,CUST_00072,Laptop,7,Debit Card,Electronics,UK,0,10,22,4,No,1030,7210,0,7210,7220
TXN_0000677,21-08-2023,CUST_00995,Headphones,7,Apple Pay,Accessories,Australia,10,10,17,5,No,152,1064,106.4,957.6,967.6
TXN_0003851,21-08-2023,CUST_00946,Tablet,7,Bank Transfer,Electronics,Germany,10,5,1,4,No,528,3696,369.6,3326.4,3331.4
TXN_0001643,21-08-2023,CUST_00855,Screen Protector,4,Credit Card,Accessories,USA,5,0,1,5,No,31,124,6.2,117.8,117.8
TXN_0000197,21-08-2023,CUST_00229,Webcam,5,PayPal,Peripherals,Japan,10,5,12,5,No,66,330,33,297,302
TXN_0000910,21-08-2023,CUST_00950,Smartphone,5,Bank Transfer,Electronics,Germany,0,15,2,4,Yes,841,4205,0,4205,4220
TXN_0000277,21-08-2023,CUST_00416,Screen Protector,9,Debit Card,Accessories,Germany,0,15,3,2,No,-17,-153,0,-153,-138
TXN_0003615,21-08-2023,CUST_00854,Webcam,6,PayPal,Peripherals,Australia,10,10,11,4,No,56,336,33.6,302.4,312.4
TXN_0001656,21-08-2023,CUST_00226,Smartphone,4,Bank Transfer,Electronics,India,0,20,1,2,No,894,3576,0,3576,3596
TXN_0003234,21-08-2023,CUST_00568,Router,9,PayPal,Networking,USA,10,20,1,5,No,220,1980,198,1782,1802
TXN_0000190,22-08-2023,CUST_00776,Microphone,4,Google Pay,Peripherals,Japan,10,0,15,1,No,84,336,33.6,302.4,302.4
TXN_0004568,22-08-2023,CUST_00282,Headphones,8,PayPal,Accessories,Australia,0,25,1,5,No,147,1176,0,1176,1201
TXN_0003398,22-08-2023,CUST_00761,Screen Protector,7,Credit Card,Accessories,UK,15,20,23,3,No,-24,-168,-25.2,-142.8,-122.8
TXN_0004951,22-08-2023,CUST_00445,Hard Drive,1,Google Pay,Storage,India,15,5,5,4,No,167,167,25.05,141.95,146.95
TXN_0002677,22-08-2023,CUST_00661,Router,7,Google Pay,Networking,Australia,10,5,16,3,No,224,1568,156.8,1411.2,1416.2
TXN_0004560,23-08-2023,CUST_00524,Router,3,Credit Card,Networking,Germany,0,10,29,5,Yes,201,603,0,603,613
TXN_0003916,23-08-2023,CUST_00375,USB Cable,4,Debit Card,Accessories,India,5,15,12,5,No,-12,-48,-2.4,-45.6,-30.6
TXN_0002617,23-08-2023,CUST_00574,Speaker,3,Credit Card,Accessories,UK,10,10,22,5,No,176,528,52.8,475.2,485.2
TXN_0004688,23-08-2023,CUST_00356,USB Cable,4,Credit Card,Accessories,Australia,0,10,5,4,No,80,320,0,320,330
TXN_0001299,23-08-2023,CUST_00020,Screen Protector,2,PayPal,Accessories,Germany,5,15,1,5,No,24,48,2.4,45.6,60.6
TXN_0003753,23-08-2023,CUST_00536,Screen Protector,6,Credit Card,Accessories,Germany,0,15,27,4,No,-34,-204,0,-204,-189
TXN_0003316,23-08-2023,CUST_00969,Webcam,7,Bank Transfer,Peripherals,Canada,15,15,3,4,No,116,812,121.8,690.2,705.2
TXN_0000596,23-08-2023,CUST_00785,Mouse,8,Bank Transfer,Peripherals,Japan,10,25,5,4,No,99,792,79.2,712.8,737.8
TXN_0004840,23-08-2023,CUST_00104,Keyboard,9,Apple Pay,Peripherals,USA,20,15,8,5,No,133,1197,239.4,957.6,972.6
TXN_0003700,23-08-2023,CUST_00479,Mouse,7,Bank Transfer,Peripherals,UK,0,5,14,3,No,84,588,0,588,593
TXN_0002612,24-08-2023,CUST_00056,Mouse,8,Credit Card,Peripherals,Australia,15,0,11,1,No,78,624,93.6,530.4,530.4
TXN_0003723,24-08-2023,CUST_00214,Mouse,6,Bank Transfer,Peripherals,USA,10,15,25,5,No,2,12,1.2,10.8,25.8
TXN_0004982,24-08-2023,CUST_00934,Mouse,6,Credit Card,Peripherals,France,0,15,25,5,Yes,149,894,0,894,909
TXN_0001757,24-08-2023,CUST_00557,Screen Protector,6,PayPal,Accessories,Canada,0,15,22,4,Yes,26,156,0,156,171
TXN_0000776,24-08-2023,CUST_00495,Smartphone,9,Credit Card,Electronics,Canada,0,10,13,5,No,887,7983,0,7983,7993
TXN_0001008,24-08-2023,CUST_00348,Speaker,3,Bank Transfer,Accessories,Japan,0,5,22,5,No,152,456,0,456,461
TXN_0001294,25-08-2023,CUST_00919,Microphone,4,Bank Transfer,Peripherals,Germany,0,5,27,4,No,187,748,0,748,753
TXN_0001905,25-08-2023,CUST_00001,Hard Drive,8,Google Pay,Storage,Australia,0,10,11,4,No,202,1616,0,1616,1626
TXN_0002289,25-08-2023,CUST_00132,Router,6,Apple Pay,Networking,Japan,0,20,29,4,No,111,666,0,666,686
TXN_0004370,25-08-2023,CUST_00682,Headphones,3,Credit Card,Accessories,USA,0,25,7,5,No,191,573,0,573,598
TXN_0000452,25-08-2023,CUST_00303,Charger,9,Credit Card,Accessories,UK,0,15,29,4,Yes,74,666,0,666,681
TXN_0004741,25-08-2023,CUST_00556,USB Cable,2,Credit Card,Accessories,France,0,10,12,1,No,21,42,0,42,52
TXN_0002952,26-08-2023,CUST_00762,Speaker,4,Apple Pay,Accessories,Germany,0,20,8,5,Yes,194,776,0,776,796
TXN_0002365,26-08-2023,CUST_00171,Mouse,8,Apple Pay,Peripherals,Japan,10,15,13,5,No,110,880,88,792,807
TXN_0002609,26-08-2023,CUST_00819,Tablet,2,Bank Transfer,Electronics,India,5,10,7,5,No,569,1138,56.9,1081.1,1091.1
TXN_0004762,27-08-2023,CUST_00393,Headphones,3,Credit Card,Accessories,Australia,10,10,27,5,No,242,726,72.6,653.4,663.4
TXN_0000728,27-08-2023,CUST_00452,Webcam,1,Credit Card,Peripherals,Japan,5,15,19,4,No,150,150,7.5,142.5,157.5
TXN_0000854,27-08-2023,CUST_00555,Laptop,2,Google Pay,Electronics,Japan,0,10,22,5,No,1016,2032,0,2032,2042
TXN_0001233,27-08-2023,CUST_00730,Keyboard,8,Bank Transfer,Peripherals,Canada,0,20,20,5,No,186,1488,0,1488,1508
TXN_0004597,27-08-2023,CUST_00050,USB Cable,6,Debit Card,Accessories,Canada,10,10,13,1,No,101,606,60.6,545.4,555.4
TXN_0004941,27-08-2023,CUST_00921,Webcam,7,Apple Pay,Peripherals,Japan,0,20,13,1,No,108,756,0,756,776
TXN_0001485,27-08-2023,CUST_00944,Speaker,9,Apple Pay,Accessories,Australia,10,15,13,5,Yes,228,2052,205.2,1846.8,1861.8
TXN_0002335,27-08-2023,CUST_00125,Keyboard,3,Credit Card,Peripherals,Germany,0,5,1,3,Yes,111,333,0,333,338
TXN_0004535,27-08-2023,CUST_00923,Mouse,7,Bank Transfer,Peripherals,USA,5,25,12,2,No,34,238,11.9,226.1,251.1
TXN_0004214,28-08-2023,CUST_00847,Webcam,6,Debit Card,Peripherals,India,10,0,6,2,No,78,468,46.8,421.2,421.2
TXN_0003261,28-08-2023,CUST_00972,Router,4,Debit Card,Networking,UK,0,15,19,4,No,119,476,0,476,491
TXN_0002151,29-08-2023,CUST_00905,Headphones,6,Bank Transfer,Accessories,Japan,0,5,28,5,No,106,636,0,636,641
TXN_0003661,29-08-2023,CUST_00718,Speaker,1,Debit Card,Accessories,Canada,10,20,5,1,No,268,268,26.8,241.2,261.2
TXN_0000144,29-08-2023,CUST_00076,Keyboard,9,Debit Card,Peripherals,USA,20,20,12,4,No,119,1071,214.2,856.8,876.8
TXN_0002192,30-08-2023,CUST_00003,Keyboard,2,Apple Pay,Peripherals,France,0,10,19,5,No,202,404,0,404,414
TXN_0003885,30-08-2023,CUST_00786,Mouse,9,Bank Transfer,Peripherals,Japan,10,20,21,4,No,21,189,18.9,170.1,190.1
TXN_0001666,30-08-2023,CUST_00208,Mouse,5,Credit Card,Peripherals,Canada,5,10,27,4,No,61,305,15.25,289.75,299.75
TXN_0004486,30-08-2023,CUST_00408,Mouse,7,Debit Card,Peripherals,Canada,0,10,25,5,No,119,833,0,833,843
TXN_0001991,30-08-2023,CUST_00617,Headphones,1,PayPal,Accessories,France,0,20,18,4,No,156,156,0,156,176
TXN_0002457,30-08-2023,CUST_00440,Mouse,9,PayPal,Peripherals,UK,0,20,17,5,No,134,1206,0,1206,1226
TXN_0001801,30-08-2023,CUST_00419,Router,3,Credit Card,Networking,Japan,20,25,19,2,No,210,630,126,504,529
TXN_0002500,30-08-2023,CUST_00940,Laptop,4,Google Pay,Electronics,Canada,20,5,7,3,No,1018,4072,814.4,3257.6,3262.6
TXN_0000720,30-08-2023,CUST_00835,Monitor,4,Apple Pay,Peripherals,Japan,0,20,7,5,No,446,1784,0,1784,1804
TXN_0000055,30-08-2023,CUST_00399,Hard Drive,7,Debit Card,Storage,Australia,0,15,28,4,No,89,623,0,623,638
TXN_0002903,31-08-2023,CUST_00014,Monitor,2,Bank Transfer,Peripherals,Canada,5,25,17,5,No,472,944,47.2,896.8,921.8
TXN_0001852,31-08-2023,CUST_00347,Speaker,4,Apple Pay,Accessories,Australia,15,25,23,4,No,155,620,93,527,552
TXN_0001527,31-08-2023,CUST_00970,Router,8,PayPal,Networking,Australia,0,0,8,5,No,242,1936,0,1936,1936
TXN_0000157,31-08-2023,CUST_00766,Mouse,9,Credit Card,Peripherals,Canada,0,20,19,5,No,7,63,0,63,83
TXN_0000946,31-08-2023,CUST_00638,Monitor,5,PayPal,Peripherals,Germany,20,5,1,2,No,457,2285,457,1828,1833
TXN_0001365,01-09-2023,CUST_00075,Webcam,3,PayPal,Peripherals,India,0,25,13,4,No,59,177,0,177,202
TXN_0001151,01-09-2023,CUST_00452,Monitor,4,Bank Transfer,Peripherals,Japan,5,5,8,4,No,483,1932,96.6,1835.4,1840.4
TXN_0000043,01-09-2023,CUST_00184,Webcam,9,PayPal,Peripherals,UK,5,20,28,4,No,128,1152,57.6,1094.4,1114.4
TXN_0002332,01-09-2023,CUST_00216,Headphones,8,Credit Card,Accessories,Germany,0,20,13,5,No,134,1072,0,1072,1092
TXN_0004601,02-09-2023,CUST_00658,Mouse,4,Credit Card,Peripherals,Japan,0,5,14,3,No,107,428,0,428,433
TXN_0003952,02-09-2023,CUST_00637,Headphones,5,Bank Transfer,Accessories,USA,15,15,24,5,No,145,725,108.75,616.25,631.25
TXN_0004180,02-09-2023,CUST_00495,Router,7,Debit Card,Networking,Germany,0,5,28,5,No,246,1722,0,1722,1727
TXN_0003402,02-09-2023,CUST_00507,Speaker,3,PayPal,Accessories,Canada,10,10,28,4,Yes,255,765,76.5,688.5,698.5
TXN_0001481,02-09-2023,CUST_00551,Webcam,4,Apple Pay,Peripherals,Germany,0,5,5,4,No,178,712,0,712,717
TXN_0002448,03-09-2023,CUST_00759,Router,5,PayPal,Networking,Canada,10,5,5,3,No,243,1215,121.5,1093.5,1098.5
TXN_0003474,03-09-2023,CUST_00983,Hard Drive,5,Credit Card,Storage,France,0,15,16,5,No,147,735,0,735,750
TXN_0001901,03-09-2023,CUST_00344,Mouse,9,Debit Card,Peripherals,Australia,0,20,5,4,No,91,819,0,819,839
TXN_0000380,03-09-2023,CUST_00630,Smartphone,3,Credit Card,Electronics,Australia,0,25,25,3,No,881,2643,0,2643,2668
TXN_0000228,04-09-2023,CUST_00628,Hard Drive,9,Credit Card,Storage,Australia,0,25,14,5,No,153,1377,0,1377,1402
TXN_0004546,04-09-2023,CUST_00167,Screen Protector,1,Google Pay,Accessories,Canada,0,10,26,1,No,11,11,0,11,21
TXN_0000458,04-09-2023,CUST_00988,Router,8,Debit Card,Networking,UK,0,0,27,4,No,213,1704,0,1704,1704
TXN_0002990,04-09-2023,CUST_00086,Tablet,6,Apple Pay,Electronics,India,0,0,8,4,Yes,455,2730,0,2730,2730
TXN_0003996,04-09-2023,CUST_00210,Router,5,Debit Card,Networking,UK,15,15,18,5,No,133,665,99.75,565.25,580.25
TXN_0003954,04-09-2023,CUST_00039,Charger,6,Bank Transfer,Accessories,India,0,0,29,5,No,-2,-12,0,-12,-12
TXN_0004573,04-09-2023,CUST_00412,Webcam,7,Debit Card,Peripherals,UK,5,0,6,4,No,107,749,37.45,711.55,711.55
TXN_0004086,05-09-2023,CUST_00666,Keyboard,8,Google Pay,Peripherals,Germany,0,10,6,4,No,203,1624,0,1624,1634
TXN_0004355,05-09-2023,CUST_00929,Speaker,6,PayPal,Accessories,UK,0,0,25,5,No,161,966,0,966,966
TXN_0002296,05-09-2023,CUST_00999,Microphone,3,Bank Transfer,Peripherals,Canada,15,25,21,5,No,138,414,62.1,351.9,376.9
TXN_0004391,05-09-2023,CUST_00874,Router,7,PayPal,Networking,Canada,0,0,13,4,No,195,1365,0,1365,1365
TXN_0003045,05-09-2023,CUST_00455,Keyboard,4,Apple Pay,Peripherals,UK,10,25,24,4,No,157,628,62.8,565.2,590.2
TXN_0003890,05-09-2023,CUST_00478,Laptop,1,Apple Pay,Electronics,Japan,0,20,2,5,No,1031,1031,0,1031,1051
TXN_0000850,06-09-2023,CUST_00892,Laptop,3,Debit Card,Electronics,India,10,15,20,5,No,955,2865,286.5,2578.5,2593.5
